0,1620499474.887861,1620499474.888965
1,1620499475.025279,1620499475.026153
2,1620499475.157073,1620499475.157950
3,1620499475.297065,1620499475.297923
4,1620499475.436995,1620499475.437734
5,1620499475.577015,1620499475.577780
6,1620499475.704990,1620499475.705742
7,1620499475.836965,1620499475.837718
8,1620499475.977042,1620499475.977945
9,1620499476.116976,1620499476.117761
10,1620499476.265183,1620499476.266363
11,1620499476.405136,1620499476.406209
12,1620499476.545105,1620499476.546094
13,1620499476.677776,1620499476.678691
14,1620499476.813896,1620499476.814895
15,1620499476.949532,1620499476.950515
16,1620499477.089512,1620499477.090506
17,1620499477.233330,1620499477.234311
18,1620499477.361222,1620499477.362102
19,1620499477.497487,1620499477.498314
20,1620499477.641128,1620499477.641896
21,1620499477.781148,1620499477.781936
22,1620499477.913012,1620499477.913759
23,1620499478.053046,1620499478.053825
24,1620499478.201200,1620499478.202026
25,1620499478.357601,1620499478.358795
26,1620499478.493097,1620499478.494274
27,1620499478.629002,1620499478.629928
28,1620499478.761172,1620499478.762012
29,1620499478.897075,1620499478.898046
30,1620499479.033086,1620499479.033934
31,1620499479.173398,1620499479.174168
32,1620499479.313163,1620499479.314241
33,1620499479.453047,1620499479.453816
34,1620499479.592976,1620499479.593743
35,1620499479.729099,1620499479.729920
36,1620499479.869357,1620499479.870125
37,1620499480.009216,1620499480.010301
38,1620499480.153274,1620499480.154282
39,1620499480.301142,1620499480.302100
40,1620499480.453251,1620499480.454182
41,1620499480.593029,1620499480.593723
42,1620499480.732998,1620499480.733646
43,1620499480.861024,1620499480.861686
44,1620499481.005138,1620499481.005782
45,1620499481.137064,1620499481.137964
46,1620499481.277051,1620499481.277674
47,1620499481.408929,1620499481.409545
48,1620499481.544990,1620499481.545637
49,1620499481.676933,1620499481.677613
50,1620499481.817141,1620499481.817765
51,1620499481.948896,1620499481.949562
52,1620499482.077000,1620499482.077671
53,1620499482.208920,1620499482.209577
54,1620499482.332961,1620499482.333619
55,1620499482.481679,1620499482.482424
56,1620499482.629383,1620499482.630214
57,1620499482.761254,1620499482.761916
58,1620499482.889184,1620499482.889804
59,1620499483.021038,1620499483.021638
60,1620499483.161403,1620499483.162170
61,1620499483.301200,1620499483.301865
62,1620499483.429015,1620499483.429654
63,1620499483.557066,1620499483.557709
64,1620499483.693359,1620499483.694112
65,1620499483.837263,1620499483.837914
66,1620499483.969249,1620499483.969900
67,1620499484.097210,1620499484.097920
68,1620499484.229304,1620499484.230019
69,1620499484.365411,1620499484.366123
70,1620499484.505226,1620499484.505961
71,1620499484.645316,1620499484.646121
72,1620499484.785057,1620499484.785796
73,1620499484.929503,1620499484.930263
74,1620499485.065448,1620499485.066239
75,1620499485.209476,1620499485.210254
76,1620499485.345531,1620499485.346526
77,1620499485.477150,1620499485.477881
78,1620499485.613573,1620499485.614477
79,1620499485.761446,1620499485.762488
80,1620499485.893366,1620499485.894078
81,1620499486.029191,1620499486.029853
82,1620499486.165225,1620499486.165965
83,1620499486.297311,1620499486.298035
84,1620499486.433227,1620499486.433909
85,1620499486.561219,1620499486.562012
86,1620499486.705614,1620499486.706728
87,1620499486.845141,1620499486.846228
88,1620499486.984995,1620499486.985707
89,1620499487.125357,1620499487.126180
90,1620499487.261264,1620499487.262004
91,1620499487.397562,1620499487.398412
92,1620499487.525339,1620499487.526133
93,1620499487.665341,1620499487.666082
94,1620499487.805182,1620499487.805830
95,1620499487.945258,1620499487.945899
96,1620499488.093228,1620499488.093989
97,1620499488.233527,1620499488.234200
98,1620499488.373166,1620499488.373951
99,1620499488.513146,1620499488.513864
