0,1620498269.551784,1620498269.552649
1,1620498269.685236,1620498269.686057
2,1620498269.821142,1620498269.821892
3,1620498269.957259,1620498269.957999
4,1620498270.097347,1620498270.098193
5,1620498270.229332,1620498270.230024
6,1620498270.361284,1620498270.361998
7,1620498270.501127,1620498270.501797
8,1620498270.629069,1620498270.629752
9,1620498270.765136,1620498270.765821
10,1620498270.905126,1620498270.905787
11,1620498271.037129,1620498271.037825
12,1620498271.177401,1620498271.178147
13,1620498271.313238,1620498271.313910
14,1620498271.453474,1620498271.454156
15,1620498271.581185,1620498271.581877
16,1620498271.713015,1620498271.713707
17,1620498271.853176,1620498271.853846
18,1620498272.001235,1620498272.001938
19,1620498272.141257,1620498272.142105
20,1620498272.277119,1620498272.277800
21,1620498272.421206,1620498272.421887
22,1620498272.565076,1620498272.565732
23,1620498272.705088,1620498272.705784
24,1620498272.840882,1620498272.841580
25,1620498272.980973,1620498272.981647
26,1620498273.109478,1620498273.110359
27,1620498273.245492,1620498273.246348
28,1620498273.377181,1620498273.377849
29,1620498273.521066,1620498273.521727
30,1620498273.649090,1620498273.649768
31,1620498273.792963,1620498273.793634
32,1620498273.945271,1620498273.945999
33,1620498274.105498,1620498274.106378
34,1620498274.245320,1620498274.246020
35,1620498274.377108,1620498274.377779
36,1620498274.525268,1620498274.525919
37,1620498274.665098,1620498274.665786
38,1620498274.791874,1620498274.792535
39,1620498274.933203,1620498274.933833
40,1620498275.073033,1620498275.073674
41,1620498275.205136,1620498275.205785
42,1620498275.345016,1620498275.345696
43,1620498275.477157,1620498275.477786
44,1620498275.608945,1620498275.609635
45,1620498275.744923,1620498275.745590
46,1620498275.884877,1620498275.885516
47,1620498276.016946,1620498276.017608
48,1620498276.165361,1620498276.166157
49,1620498276.309376,1620498276.310194
50,1620498276.441427,1620498276.442076
51,1620498276.573045,1620498276.573697
52,1620498276.712877,1620498276.713536
53,1620498276.845172,1620498276.845863
54,1620498276.977006,1620498276.977659
55,1620498277.112991,1620498277.113635
56,1620498277.245237,1620498277.245988
57,1620498277.393233,1620498277.393960
58,1620498277.525247,1620498277.526013
59,1620498277.665120,1620498277.665935
60,1620498277.805190,1620498277.805936
61,1620498277.937152,1620498277.937888
62,1620498278.069153,1620498278.069914
63,1620498278.221521,1620498278.222426
64,1620498278.365588,1620498278.366431
65,1620498278.501241,1620498278.501965
66,1620498278.637010,1620498278.637755
67,1620498278.781303,1620498278.782043
68,1620498278.913391,1620498278.914092
69,1620498279.057323,1620498279.058087
70,1620498279.185213,1620498279.186205
71,1620498279.321162,1620498279.322066
72,1620498279.457159,1620498279.458233
73,1620498279.589117,1620498279.589914
74,1620498279.717320,1620498279.718161
75,1620498279.861224,1620498279.862060
76,1620498279.997223,1620498279.998009
77,1620498280.145187,1620498280.146038
78,1620498280.293359,1620498280.294295
79,1620498280.429297,1620498280.430218
80,1620498280.569127,1620498280.569966
81,1620498280.705319,1620498280.706171
82,1620498280.845218,1620498280.846047
83,1620498280.977052,1620498280.977863
84,1620498281.117071,1620498281.117979
85,1620498281.265258,1620498281.266164
86,1620498281.397481,1620498281.398324
87,1620498281.537165,1620498281.538019
88,1620498281.677008,1620498281.677822
89,1620498281.809318,1620498281.810129
90,1620498281.957137,1620498281.957996
91,1620498282.093039,1620498282.093842
92,1620498282.229304,1620498282.230147
93,1620498282.377369,1620498282.378249
94,1620498282.505253,1620498282.506124
95,1620498282.645114,1620498282.645951
96,1620498282.785236,1620498282.786070
97,1620498282.920974,1620498282.921848
98,1620498283.061102,1620498283.061926
99,1620498283.197254,1620498283.198111
100,1620498283.329132,1620498283.329979
101,1620498283.473024,1620498283.473853
102,1620498283.617047,1620498283.617871
103,1620498283.757188,1620498283.758054
104,1620498283.889567,1620498283.890409
105,1620498284.033205,1620498284.034135
106,1620498284.169198,1620498284.170069
107,1620498284.301081,1620498284.301922
108,1620498284.445346,1620498284.446246
109,1620498284.577421,1620498284.578363
110,1620498284.717293,1620498284.718217
111,1620498284.845140,1620498284.845944
112,1620498284.973085,1620498284.973903
113,1620498285.105203,1620498285.106167
114,1620498285.241302,1620498285.242205
115,1620498285.369213,1620498285.370122
116,1620498285.513231,1620498285.514100
117,1620498285.649129,1620498285.650037
118,1620498285.773262,1620498285.774152
119,1620498285.909263,1620498285.910099
120,1620498286.045190,1620498286.046068
121,1620498286.181231,1620498286.182484
122,1620498286.317661,1620498286.318536
123,1620498286.449339,1620498286.450181
124,1620498286.589500,1620498286.590397
125,1620498286.721420,1620498286.722290
126,1620498286.865303,1620498286.866145
127,1620498286.997366,1620498286.998223
128,1620498287.137336,1620498287.138198
129,1620498287.269127,1620498287.269988
130,1620498287.413544,1620498287.414585
131,1620498287.545415,1620498287.546349
132,1620498287.677103,1620498287.677966
133,1620498287.809276,1620498287.810169
134,1620498287.941923,1620498287.942800
135,1620498288.077206,1620498288.077959
136,1620498288.209503,1620498288.210381
137,1620498288.333263,1620498288.334069
138,1620498288.477274,1620498288.478123
139,1620498288.629380,1620498288.630331
140,1620498288.778415,1620498288.779256
141,1620498288.913258,1620498288.914061
142,1620498289.049020,1620498289.049886
143,1620498289.181067,1620498289.181932
144,1620498289.313004,1620498289.313792
145,1620498289.457076,1620498289.457864
146,1620498289.589137,1620498289.589942
147,1620498289.728995,1620498289.729863
148,1620498289.860959,1620498289.861781
149,1620498290.000922,1620498290.001694
150,1620498290.132960,1620498290.133790
151,1620498290.265044,1620498290.265825
152,1620498290.397108,1620498290.397946
153,1620498290.529160,1620498290.530045
154,1620498290.669396,1620498290.670371
155,1620498290.809133,1620498290.810267
156,1620498290.941193,1620498290.941998
157,1620498291.077532,1620498291.078300
158,1620498291.209265,1620498291.210069
159,1620498291.379927,1620498291.380789
160,1620498291.509308,1620498291.510070
161,1620498291.645476,1620498291.646316
162,1620498291.777147,1620498291.777999
163,1620498291.909490,1620498291.910276
164,1620498292.049377,1620498292.050101
165,1620498292.197200,1620498292.198031
166,1620498292.337211,1620498292.337961
167,1620498292.477191,1620498292.478037
168,1620498292.621143,1620498292.621983
169,1620498292.765444,1620498292.766375
170,1620498292.901332,1620498292.902141
171,1620498293.033143,1620498293.033920
172,1620498293.165160,1620498293.166034
173,1620498293.301330,1620498293.302091
174,1620498293.433105,1620498293.433915
175,1620498293.565032,1620498293.565882
176,1620498293.697193,1620498293.698040
177,1620498293.829205,1620498293.830016
178,1620498293.961157,1620498293.961939
179,1620498294.101368,1620498294.102265
180,1620498294.237147,1620498294.237932
181,1620498294.365160,1620498294.365925
182,1620498294.493148,1620498294.493938
183,1620498294.621130,1620498294.621993
184,1620498294.749344,1620498294.750174
185,1620498294.893544,1620498294.894447
186,1620498295.029387,1620498295.030242
187,1620498295.161451,1620498295.162238
188,1620498295.301306,1620498295.302121
189,1620498295.429106,1620498295.429876
190,1620498295.557146,1620498295.557929
191,1620498295.689324,1620498295.690098
192,1620498295.821308,1620498295.822098
193,1620498295.953274,1620498295.954071
194,1620498296.085299,1620498296.086120
195,1620498296.213202,1620498296.213978
196,1620498296.341227,1620498296.341980
197,1620498296.473108,1620498296.473868
198,1620498296.601232,1620498296.601986
199,1620498296.737242,1620498296.738090
200,1620498296.885779,1620498296.886699
201,1620498297.025753,1620498297.026623
202,1620498297.157441,1620498297.158225
203,1620498297.293391,1620498297.294190
204,1620498297.421307,1620498297.422057
205,1620498297.553304,1620498297.554059
206,1620498297.689511,1620498297.690325
207,1620498297.821266,1620498297.822059
208,1620498297.957249,1620498297.957943
209,1620498298.085345,1620498298.086099
210,1620498298.217334,1620498298.218107
211,1620498298.349409,1620498298.350125
